@relation commentsCSVdefinitivo

@attribute isReply {false,true}
@attribute authorNameInComment {false,true}
@attribute isCommentFromAuthor {false,true}
@attribute commenterNameInComment {false,true}
@attribute numbersInCommenterName numeric
@attribute likes numeric
@attribute replies numeric
@attribute daysInterval numeric
@attribute repeatedWords numeric
@attribute mentionTags numeric
@attribute hashtags numeric
@attribute commenterSubscribers numeric
@attribute videoMomentReference {false,true}
@attribute homePageLink {false,true}
@attribute redirectingLink {false,true}
@attribute IP {false}
@attribute percentageTitleWordsInComment numeric
@attribute percentageTagsInComment numeric
@attribute percentageCapsLock numeric
@attribute percentageSpellingErrors numeric
@attribute blackWords numeric
@attribute isSpam {y,n}

@data
true,false,false,false,2,0,-1,5.01346,1,0,0,0,false,false,false,false,1.785714,0,30,25,4,y
true,false,false,false,0,0,-1,3.765138,1,1,0,0,false,false,false,false,0,0,6,11.764706,3,n
true,false,false,false,0,0,-1,3.265704,1,0,0,0,false,false,false,false,14.285714,0,10,28.571429,1,n
false,false,false,false,0,28,1,5.753626,1,0,0,0,false,false,false,false,9.52381,0,5,4.761905,2,y
true,false,false,false,0,29,-1,5.753636,1,0,0,0,false,false,true,false,0,0,25,0,0,y
false,false,false,false,1,15,3,0.547426,1,0,0,0,false,false,false,false,0,0,5,0,0,n
true,false,false,false,1,1,-1,0.65124,1,1,0,0,false,false,false,false,2.702703,0,3,5.405405,2,n
true,false,false,false,0,1,-1,0.628281,1,1,0,59,false,false,false,false,0,0,12,0,0,n
false,false,false,false,0,0,0,0.417344,1,0,0,78,false,false,false,false,3.225806,3.225806,10,38.709677,1,n
false,false,false,false,0,0,0,5.49084,1,0,0,2,true,false,false,false,0,0,53,0,0,n
false,false,false,false,0,0,0,2.650834,1,0,0,17,false,false,false,false,0,0,2,10,1,y
false,false,false,false,0,3,0,2.423401,1,0,0,26,false,false,false,false,0,0,2,0,1,n
false,false,false,false,1,0,0,2.37839,1,0,0,0,false,false,false,false,0,0,7,0,0,n
false,false,false,false,0,0,0,2.149287,1,0,0,11,false,false,false,false,16.666667,16.666667,16,16.666667,0,n
false,false,false,false,0,0,0,2.126923,1,0,0,0,false,false,false,false,0,0,0,11.538462,1,n
true,false,false,false,2,0,-1,7.652355,1,1,0,7,false,false,false,false,7.142857,0,4,7.142857,0,n
true,false,false,false,0,0,-1,7.650943,1,1,0,78,false,false,false,false,4.347826,0,16,8.695652,2,n
true,false,false,false,2,0,-1,7.641098,1,1,0,7,false,false,false,false,0,0,25,33.333333,0,n
false,false,false,false,0,558,13,0.075475,1,0,0,0,false,false,false,false,6.25,6.25,4,0,1,n
false,false,false,false,0,0,0,7.644847,1,0,0,8868,false,false,false,false,0,0,7,9.090909,1,y
false,false,false,false,0,0,0,7.644625,1,0,0,5,false,false,false,false,11.111111,11.111111,0,0,0,n
false,false,false,false,2,0,0,7.552546,1,0,0,17,false,false,false,false,9.090909,0,2,4.545455,0,n
false,false,false,false,0,0,0,7.415625,1,0,0,243,false,false,false,false,0,0,11,0,0,n
false,false,false,false,1,1,0,7.050713,1,0,0,19,false,false,false,false,0,0,0,30,0,n
false,false,false,false,0,0,0,6.680411,1,0,0,0,false,false,false,false,2.222222,0,1,0,1,n
false,false,false,false,0,96,10,0.004778,1,0,0,53264,true,false,false,false,0,0,19,0,0,n
false,false,false,false,0,865,73,0.00924,1,0,0,20,false,false,false,false,0,0,3,0,2,y
true,false,false,false,0,0,-1,0.451822,1,1,0,16,false,false,false,false,0,0,2,2.5,1,n
true,false,false,false,0,0,-1,0.265325,1,1,0,58,false,false,false,false,0,0,20,0,1,n
false,false,false,false,1,29,6,0.117458,1,0,0,4418,false,false,false,false,9.090909,9.090909,14,0,0,n
true,false,false,false,0,0,-1,0.882532,1,1,0,0,false,false,false,false,0,0,5,0,0,n
true,false,false,false,0,0,-1,0.697494,1,0,0,14,false,false,false,false,6.666667,0,5,6.666667,0,n
true,false,false,false,0,0,-1,0.213983,1,0,0,9,false,false,false,false,0,0,4,0,0,n
true,false,false,false,0,0,-1,1.98394,1,1,0,1327,false,false,false,false,0,0,2,37.5,0,n
false,false,false,false,0,96,47,0.022036,1,0,0,255,false,false,false,false,0,0,12,5.555556,0,y
false,false,false,false,0,1,0,25.989682,1,0,0,30,false,false,false,false,0,0,1,0,0,n
false,false,false,false,0,0,0,24.884467,1,0,0,34,false,false,false,false,0,0,13,11.111111,0,n
false,false,false,false,0,0,0,24.852261,1,0,0,0,false,false,false,false,0,0,7,6.25,0,n
false,false,false,false,0,0,0,24.808418,1,0,0,6,false,false,false,false,0,0,21,9.090909,3,y
false,false,false,false,0,0,0,22.937971,1,0,0,31,false,false,false,false,0,0,4,7.142857,1,n
true,false,false,false,0,0,-1,1.177786,1,1,0,13,false,false,false,false,0,0,4,5.882353,2,n
false,false,false,false,2,552,14,0.445148,1,0,0,40,false,false,false,false,0,3.846154,38,7.692308,0,n
true,false,false,false,0,16,-1,1.492181,1,0,0,603,false,false,false,false,0,0,20,11.111111,4,y
true,false,false,false,0,1,-1,1.428079,2,1,0,5,false,false,false,false,0,0,11,0,0,n
true,false,false,false,0,1,-1,1.404178,1,0,0,1,false,false,false,false,0,0,33,0,0,n
false,false,false,false,0,263,20,0.215851,1,0,0,484,true,false,false,false,0,0,30,16.666667,0,n
true,false,false,false,0,0,-1,1.367797,1,1,0,0,false,true,true,false,0,0,10,1.694915,5,y
false,false,false,false,0,277,13,0.220876,1,0,0,2,false,false,false,false,14.285714,0,7,0,0,n
true,false,false,false,0,19,-1,1.49062,1,0,0,0,false,false,false,false,4.347826,0,27,8.695652,4,y
false,false,false,false,1,144,10,0.259571,1,0,0,4,false,false,false,false,0,4.545455,22,0,1,n
true,false,false,false,0,0,-1,0.531896,1,1,0,0,false,false,false,false,0,0,5,17.647059,0,n
true,false,false,false,0,20,-1,1.458996,1,0,0,2,false,false,false,false,5.555556,0,14,11.111111,4,y
true,false,false,false,0,0,-1,1.451249,1,1,0,0,false,false,false,false,0,0,12,14.285714,0,n
false,false,false,false,1,74,12,0.790957,1,0,0,166,true,false,false,false,0,0,44,0,0,n
true,false,false,false,1,1,-1,1.508431,1,1,0,0,true,false,false,false,20,0,31,0,0,n
false,false,false,false,0,0,0,1.586334,1,0,0,110,false,false,false,false,0,0,68,0,1,y
false,false,false,false,0,0,0,1.577638,1,0,0,0,true,false,false,false,0,0,2,7.5,1,n
false,false,false,false,0,0,0,1.565124,1,0,0,1,true,false,false,false,0,0,11,0,0,n
false,false,false,false,0,0,0,1.56442,1,0,0,26,true,false,false,false,0,0,5,7.142857,0,n
false,false,false,false,0,19,3,0.003234,1,0,0,80,false,false,false,false,4.347826,0,3,0,0,n
true,false,false,false,0,0,-1,0.893177,1,1,0,0,false,false,false,false,5.405405,0,8,8.108108,3,y
false,false,false,false,0,0,0,0.895905,1,0,0,7,false,false,false,false,0,0,7,0,2,n
false,true,false,false,0,0,0,0.333308,1,0,0,308,false,false,false,false,0,0,3,12.5,0,n
false,false,false,false,0,0,2,0.02488,1,0,0,2,true,false,false,false,2.439024,0,10,2.439024,1,n
true,false,false,false,0,1,-1,0.039143,1,1,0,2,true,false,false,false,0,0,6,5.405405,0,n
true,false,false,false,0,1,-1,0.035898,2,0,0,13,false,false,false,false,0,0,10,0,1,n
false,false,false,false,0,80,12,2.830925,1,0,0,34,false,false,false,false,1.886792,0,17,0,3,n
true,false,false,false,2,0,-1,3.504409,1,0,0,0,false,false,false,false,1.886792,0,29,26.415094,5,y
false,false,false,false,0,0,0,3.281157,1,0,1,1,false,false,false,false,14.285714,0,56,0,0,n
false,false,false,false,0,0,0,3.259288,1,0,1,3,false,false,false,false,16.666667,0,3,16.666667,0,n
false,false,false,false,0,0,0,3.257346,1,0,0,0,false,false,false,false,6.25,6.25,0,12.5,0,n
false,false,false,false,0,0,0,3.255964,1,0,0,5,false,false,false,false,3.333333,3.333333,1,0,0,n
false,false,false,false,0,0,0,3.250165,1,0,1,0,false,false,false,false,50,0,10,100,0,n
false,false,false,false,0,0,0,3.206908,1,0,1,0,false,false,false,false,0,0,100,0,0,n
false,false,false,false,0,0,0,3.198626,1,0,1,8,false,false,false,false,100,0,0,100,0,n
false,false,false,false,0,17,9,4.747703,1,0,0,27,true,false,false,false,20,0,16,0,0,n
false,false,false,false,0,2,1,10.828206,1,0,4,24,false,false,false,false,0,0,19,0,2,y
true,false,false,false,2,3,-1,5.872935,1,1,0,11,false,false,false,false,0,0,3,8.333333,2,n
false,false,false,false,0,1,6,5.529191,2,0,0,41,false,false,false,false,0,0,5,25,0,n
true,false,false,false,0,0,-1,6.888455,1,1,0,131,false,false,false,false,0,0,2,0,1,n
true,false,false,false,0,0,-1,6.641861,1,1,0,118,false,false,false,false,0,0,3,6.896552,2,n
false,false,false,false,0,0,0,11.505295,1,0,0,4,false,false,false,false,0,0,2,4.545455,1,n
false,false,false,false,0,0,0,11.214436,1,0,0,0,false,false,false,false,7.692308,0,6,0,0,n
false,false,false,false,0,2,1,10.828206,1,0,4,24,false,false,false,false,0,0,19,0,2,y
true,false,false,false,0,0,-1,10.831194,1,1,0,5,false,false,false,false,0,0,8,40,0,n
false,false,false,false,0,0,0,10.812445,1,0,0,2,false,false,false,false,5,5,13,0,1,n
false,false,false,false,0,0,0,10.479751,2,0,0,1,false,false,false,false,0.505051,0,4,1.010101,6,n
false,false,false,false,0,590,49,0.002521,1,0,0,12215,false,false,false,false,0,4.761905,4,9.52381,0,n
true,false,false,false,5,1,-1,0.998414,1,1,0,13,false,false,false,false,0,0,5,3.571429,1,n
true,false,false,false,0,0,-1,0.815012,1,1,0,0,false,false,false,false,0,0,2,0,2,n
false,false,false,false,0,15,12,0.151684,1,0,0,2750,false,false,false,false,0,0,2,0,0,y
true,false,false,false,0,0,-1,0.30052,1,1,0,12,false,false,false,false,0,0,6,8.333333,1,n
false,false,false,false,0,0,0,1.289335,1,0,0,20,false,false,false,false,0,3125,1,0,1,n
false,false,false,false,0,0,0,1.287408,1,0,0,16,false,false,false,false,0,0,2,5.263158,1,n
false,false,false,false,0,0,0,1.255428,1,0,0,8,false,false,false,false,0,0,17,11.111111,3,y
false,false,false,false,0,0,0,1.184423,1,0,0,0,false,false,false,false,0,0,1,0,0,n
false,false,false,false,0,0,0,1.090627,1,0,0,15,false,false,false,false,0,0,5,0,2,y
false,false,false,false,4,0,0,0.879068,1,0,0,1,false,false,false,false,0,0,3,7.142857,0,n
false,false,false,false,0,0,0,0.698079,1,0,0,5,false,false,false,false,0,0,4,9.090909,1,n
false,false,false,false,0,0,0,0.682422,1,0,0,9,false,false,false,false,0,0,13,0,0,y
false,false,false,false,0,1,1,0.540169,1,0,0,294,true,false,false,false,0,10,8,0,0,n
false,false,false,false,0,0,0,3.052636,1,0,0,10,false,false,false,false,2.325581,0,2,2.325581,3,n
false,false,false,false,0,0,0,3.04383,1,0,0,0,false,false,false,false,0,0,8,0,0,n
false,false,false,false,0,0,0,1.814617,1,0,0,3,false,false,false,false,0,2.631579,4,7.894737,2,n
false,false,false,false,0,0,0,1.709201,1,0,0,343,false,false,false,false,0,0,10,14.285714,0,n
false,false,false,false,0,0,0,1.635027,1,0,0,0,false,false,false,false,0,0,10,7.692308,0,n
false,false,false,false,0,39,1,1.624905,1,0,0,0,false,false,false,false,0,0,5,4.761905,2,y
true,false,false,false,0,43,-1,1.624919,1,0,0,0,false,false,true,false,0,0,25,0,0,y
false,false,false,false,0,1,4,0.655873,1,0,0,66,false,false,false,false,0,0,71,3.030303,3,n
true,false,false,false,0,0,-1,0.677906,1,1,0,2,false,false,false,false,0,0,32,25,1,n
false,false,false,false,0,1,8,2.800945,1,0,0,828,false,false,false,false,6.666667,0,3,6.666667,1,y
false,false,false,false,0,0,1,0.136766,1,0,0,25,true,false,false,false,0,0,40,0,0,n
false,false,false,false,0,1,0,0.910455,1,0,0,204,true,false,false,false,0,0,12,0,0,n
false,false,false,false,0,1,0,0.046773,1,0,0,0,true,false,false,false,0,0,10,10,0,n
false,false,false,false,0,0,0,3.547695,1,0,0,0,false,false,false,false,0,0,4,5.263158,1,n
false,false,false,false,0,0,0,2.842813,1,0,0,3,false,false,false,false,0,0,0,0,0,y
false,false,false,false,0,0,0,2.841004,1,0,0,0,false,false,false,false,0,0,2,8.333333,1,n
false,false,false,false,0,0,0,2.839041,1,0,0,0,false,false,false,false,0,0,23,0,0,n
false,false,false,false,0,0,0,2.813364,1,0,0,18,false,false,false,false,0,0,4,0,1,n
false,false,false,false,0,1,8,2.800945,1,0,0,828,false,false,false,false,6.666667,0,3,6.666667,1,y
true,false,false,false,1,0,-1,3.453964,1,1,0,0,false,false,false,false,0,0,6,28.571429,0,n
false,false,false,false,0,1,0,0.910455,1,0,0,204,true,false,false,false,0,0,12,0,0,n
false,false,false,false,0,0,0,0.396716,1,0,0,1,true,false,false,false,0,0,17,0,0,n
false,false,false,false,0,157,35,0.017792,1,0,0,24619,true,false,false,false,0,0,25,0,1,y
false,false,false,false,0,209,137,0.00889,1,0,0,2835,true,false,false,false,0,0,33,33.333333,0,n
true,false,false,false,0,1,-1,2.37735,1,1,0,2,true,false,false,false,0,0,25,16.666667,0,n
false,false,false,false,0,345,16,0.086115,1,0,1,1,false,false,false,false,0,0,73,100,0,n
true,false,false,false,0,0,-1,2.213012,1,1,0,81,false,false,false,false,0,0,1,36.363636,0,n
true,false,false,false,0,1,-1,0.930033,1,1,1,1,false,false,false,false,0,5.263158,20,26.315789,0,n
false,false,false,false,2,82,8,0.097587,1,0,0,36,true,false,false,false,0,0,8,0,2,n
false,false,false,false,0,0,0,2.536889,1,0,0,12,false,false,false,false,0,0,47,25,1,y
false,false,false,false,0,0,0,2.534103,1,0,0,0,true,false,false,false,0,0,12,0,0,n
false,false,false,false,0,1,0,2.312336,1,0,0,9,true,false,false,false,0,0,7,0,0,n
false,false,false,false,0,0,0,2.300868,1,0,0,0,true,false,false,false,0,0,16,0,1,n
false,false,false,false,1,1,0,2.245935,1,0,0,4,true,false,false,false,0,0,14,0,0,n
false,false,false,false,0,1,4,2.200759,1,0,0,4,true,false,false,false,2.702703,0,3,0,2,n
false,false,false,false,0,0,0,2.19169,1,1,3,4,false,false,false,false,33.333333,0,0,100,0,n
false,false,false,false,0,1,2,2.15507,1,0,0,3,true,false,false,false,0,0,10,0,0,n
false,false,false,false,1,1,1,2.148411,1,0,0,4,true,false,false,false,0,0,9,0,0,n
false,false,false,false,2,0,0,1.98933,1,0,0,0,true,false,false,false,14.285714,0,9,14.285714,0,n
false,false,false,false,0,2,4,1.987541,1,0,0,8,true,false,false,false,0,0,13,0,0,n
false,false,false,false,0,1,0,1.786391,1,0,0,2,true,false,false,false,0,0,12,0,0,n
true,false,false,false,0,0,-1,2.044859,1,0,0,0,false,false,true,false,0,0,32,14.285714,0,y
true,false,false,false,0,0,-1,0.336757,1,0,0,0,false,false,false,false,9.090909,0,2,9.090909,0,n
true,false,false,false,0,0,-1,1.535768,1,1,0,0,false,false,false,false,0,0,4,23.076923,0,n
true,false,false,false,0,0,-1,1.477396,1,0,0,4,false,false,false,false,0,0,29,26.315789,1,y
true,false,false,false,0,0,-1,1.280066,1,1,0,3,false,false,false,false,0,0,12,20,0,n
true,false,false,false,0,0,-1,2.524511,1,1,0,13,false,false,false,false,4.347826,0,7,26.086957,0,n
true,false,false,false,0,0,-1,2.437069,1,1,0,0,false,false,false,false,12.5,0,6,12.5,0,n
false,true,false,false,0,1,1,0.008529,1,0,0,193,false,false,false,false,0,2.941176,3,2.941176,0,y
true,false,false,false,0,0,-1,0.02241,1,0,0,0,false,false,false,false,0,0,7,0,0,n
false,false,false,false,2,0,0,2.616374,1,0,0,0,false,false,false,false,3.030303,0,4,0,1,n
false,false,false,false,0,15,3,0.10327,1,0,0,121,false,false,false,false,0,0,2,10,1,n
false,false,false,false,0,66,3,0.00169,3,0,0,57,false,false,false,false,0,0,100,0,0,y
true,false,false,false,0,0,-1,14.366954,1,0,0,4,false,false,false,false,0,0,2,0,1,n
true,false,false,false,0,0,-1,2.293063,1,0,0,0,false,false,false,false,0,0,0,0,0,n
true,false,false,false,2,0,-1,0.022,1,0,0,3,false,false,false,false,0,0,2,0,0,n
false,false,false,false,0,121,7,0.004578,1,0,0,2,false,false,false,false,0,0,2,0,0,n
false,false,false,false,0,7,1,0.003534,2,0,0,150,false,false,false,false,0,0,29,0,2,y
true,false,false,false,2,11,-1,0.022896,1,0,0,3,false,false,false,false,0,0,1,0,0,n
false,false,false,false,2,3,0,0.096741,1,0,0,80,true,false,false,false,0,0,9,26.315789,0,n
false,false,false,false,0,0,0,1.056313,1,0,0,12,false,false,false,false,0,0,0,0,0,n
false,false,false,false,0,0,1,4.27278,1,0,0,9,false,false,false,false,0,0,0,0,1,y
false,false,false,false,0,0,0,28.156415,1,0,0,11,false,false,false,false,0,0,5,0,0,n
false,false,false,false,0,0,0,22.145082,1,0,0,4,false,false,false,false,0,0,40,21.428571,0,n
false,false,false,false,0,0,0,11.038903,1,0,0,14,false,false,false,false,0,0,47,0,0,n
false,false,false,false,0,0,0,7.090471,1,0,0,32,false,false,false,false,0,0,11,0,1,y
false,false,false,false,0,0,0,5.309019,1,0,0,1,false,false,false,false,0,0,6,11.111111,0,n
false,false,false,false,0,0,1,4.27278,1,0,0,9,false,false,false,false,0,0,0,0,1,y
true,false,false,false,0,2,-1,2.929694,1,1,0,0,false,false,false,false,5,0,6,0,0,n
true,false,false,false,4,1,-1,2.904307,1,1,0,28,false,false,false,false,7.142857,0,10,7.142857,0,n
false,false,false,false,0,230,38,1.273138,1,0,0,192451,false,false,false,false,6.25,0,1,0,2,n
true,false,false,false,0,0,-1,3.002468,1,0,0,0,false,false,false,false,4,0,37,16,0,y
false,false,false,false,0,3,6,2.315246,1,0,0,4,false,false,false,false,8.695652,0,2,0,1,n
false,false,false,false,0,35,31,1.219087,1,0,0,8,false,false,false,false,8.333333,0,2,0,1,n
true,false,false,false,0,1,-1,3.739787,1,0,0,3,false,false,false,false,3.225806,0,3,12.903226,2,n
true,false,false,false,0,0,-1,3.107477,1,1,0,9,false,false,false,false,2.857143,0,28,11.428571,3,n
false,false,false,false,0,1,0,3.210114,1,0,0,24,false,false,false,false,15,0,5,0,2,n
false,false,false,false,0,0,0,3.2068,1,0,0,0,false,false,false,false,6.25,0,3,25,2,n
false,false,false,false,0,0,0,3.138197,1,0,0,222,false,false,true,false,0,0,58,0,0,y
false,false,false,false,0,0,0,3.137108,1,0,0,0,false,false,false,false,0,0,14,11.111111,1,n
false,false,true,false,0,0,0,3.130662,1,0,0,0,false,true,false,false,5.263158,0,10,5.263158,4,y
